id,Sleep Duration,Dietary Habits,Financial Stress,Family History of Mental Illness
62055,'5-6 hours',Unhealthy,3.0,Yes
62059,'7-8 hours',Moderate,5.0,Yes
62063,'Less than 5 hours',Healthy,3.0,Yes
62066,'Less than 5 hours',Moderate,4.0,No
62074,'More than 8 hours',Unhealthy,2.0,Yes
62078,'More than 8 hours',Unhealthy,4.0,Yes
62079,'7-8 hours',Healthy,3.0,No
62089,'5-6 hours',Unhealthy,3.0,No
62093,'Less than 5 hours',Unhealthy,2.0,No
62107,'7-8 hours',Moderate,3.0,No
62112,'Less than 5 hours',Unhealthy,5.0,Yes
62115,'Less than 5 hours',Unhealthy,1.0,No
62122,'7-8 hours',Moderate,2.0,No
62131,'5-6 hours',Healthy,4.0,No
62136,'Less than 5 hours',Unhealthy,4.0,No
62141,'7-8 hours',Unhealthy,2.0,No
62142,'7-8 hours',Healthy,5.0,No
62143,'More than 8 hours',Healthy,2.0,Yes
62144,'7-8 hours',Healthy,1.0,Yes
62145,'Less than 5 hours',Moderate,5.0,Yes
62153,'5-6 hours',Unhealthy,5.0,No
62155,'7-8 hours',Healthy,4.0,No
62156,'Less than 5 hours',Healthy,2.0,Yes
62160,'7-8 hours',Healthy,3.0,No
62173,'5-6 hours',Unhealthy,4.0,No
62183,'Less than 5 hours',Healthy,1.0,Yes
62201,'Less than 5 hours',Unhealthy,5.0,No
62206,'5-6 hours',Moderate,2.0,No
62208,'5-6 hours',Unhealthy,3.0,No
62223,'More than 8 hours',Unhealthy,4.0,Yes
62226,'7-8 hours',Unhealthy,3.0,No
62245,'Less than 5 hours',Unhealthy,5.0,No
62247,'Less than 5 hours',Unhealthy,1.0,No
62248,'Less than 5 hours',Unhealthy,1.0,Yes
62250,'Less than 5 hours',Healthy,1.0,No
62258,'7-8 hours',Unhealthy,1.0,No
62267,'5-6 hours',Unhealthy,3.0,Yes
62272,'More than 8 hours',Healthy,1.0,No
62275,'Less than 5 hours',Moderate,4.0,Yes
62286,'7-8 hours',Unhealthy,4.0,No
62294,'7-8 hours',Unhealthy,5.0,No
62296,'More than 8 hours',Healthy,5.0,No
62298,'5-6 hours',Moderate,5.0,Yes
62300,'More than 8 hours',Moderate,2.0,No
62301,'7-8 hours',Unhealthy,4.0,No
62305,'Less than 5 hours',Unhealthy,1.0,Yes
62311,'5-6 hours',Healthy,3.0,Yes
62317,'5-6 hours',Moderate,3.0,Yes
62318,'More than 8 hours',Healthy,2.0,Yes
62320,'5-6 hours',Unhealthy,4.0,Yes
62322,'5-6 hours',Moderate,1.0,No
62340,'Less than 5 hours',Moderate,2.0,Yes
62341,'5-6 hours',Moderate,2.0,Yes
62342,'7-8 hours',Moderate,2.0,Yes
62344,'Less than 5 hours',Unhealthy,3.0,No
62345,'7-8 hours',Unhealthy,3.0,No
62349,'7-8 hours',Unhealthy,3.0,No
62354,'7-8 hours',Healthy,1.0,No
62355,'5-6 hours',Moderate,2.0,Yes
62360,'7-8 hours',Healthy,1.0,No
62363,'5-6 hours',Healthy,3.0,Yes
62364,'7-8 hours',Unhealthy,2.0,Yes
62370,'5-6 hours',Healthy,1.0,Yes
62373,'7-8 hours',Moderate,2.0,No
62379,'More than 8 hours',Unhealthy,4.0,No
62382,'5-6 hours',Moderate,1.0,Yes
62383,'7-8 hours',Moderate,2.0,No
62388,'7-8 hours',Healthy,3.0,No
62391,'Less than 5 hours',Moderate,1.0,No
62394,'5-6 hours',Unhealthy,5.0,No
62397,'7-8 hours',Unhealthy,1.0,Yes
62400,'5-6 hours',Unhealthy,1.0,Yes
62404,'5-6 hours',Healthy,1.0,Yes
62406,'5-6 hours',Unhealthy,5.0,No
62410,'7-8 hours',Moderate,5.0,No
62415,'5-6 hours',Moderate,4.0,Yes
62419,'Less than 5 hours',Healthy,4.0,No
62423,'5-6 hours',Moderate,4.0,Yes
62436,'Less than 5 hours',Moderate,5.0,Yes
62444,'More than 8 hours',Moderate,2.0,No
62447,'Less than 5 hours',Unhealthy,5.0,Yes
62448,'5-6 hours',Moderate,5.0,No
62451,'7-8 hours',Healthy,1.0,No
62455,'More than 8 hours',Healthy,5.0,No
62457,'Less than 5 hours',Unhealthy,1.0,Yes
62458,'Less than 5 hours',Healthy,4.0,No
62467,'Less than 5 hours',Moderate,5.0,No
62470,'More than 8 hours',Moderate,2.0,Yes
62486,'More than 8 hours',Healthy,2.0,Yes
62490,'7-8 hours',Moderate,5.0,Yes
62491,'5-6 hours',Healthy,1.0,Yes
62492,'5-6 hours',Moderate,4.0,Yes
62502,'5-6 hours',Moderate,4.0,No
62505,'Less than 5 hours',Unhealthy,5.0,Yes
62510,'7-8 hours',Unhealthy,5.0,Yes
62515,'More than 8 hours',Unhealthy,4.0,Yes
62517,'More than 8 hours',Moderate,4.0,No
62518,'More than 8 hours',Unhealthy,3.0,Yes
62527,'7-8 hours',Moderate,1.0,Yes
62537,'Less than 5 hours',Moderate,2.0,No
62541,'Less than 5 hours',Unhealthy,5.0,No
62547,'More than 8 hours',Moderate,1.0,No
62558,'7-8 hours',Unhealthy,1.0,No
62560,'Less than 5 hours',Unhealthy,5.0,Yes
62561,'Less than 5 hours',Healthy,4.0,No
62562,'5-6 hours',Unhealthy,2.0,Yes
62566,'7-8 hours',Healthy,3.0,No
62574,'5-6 hours',Unhealthy,3.0,No
62577,'5-6 hours',Healthy,4.0,Yes
62580,'5-6 hours',Moderate,4.0,Yes
62581,'7-8 hours',Unhealthy,2.0,No
62583,'5-6 hours',Moderate,2.0,No
62590,'7-8 hours',Unhealthy,5.0,No
62599,'7-8 hours',Moderate,5.0,Yes
62605,'More than 8 hours',Unhealthy,4.0,No
62614,'Less than 5 hours',Healthy,4.0,Yes
62618,'5-6 hours',Unhealthy,4.0,No
62621,'7-8 hours',Unhealthy,1.0,Yes
62631,'7-8 hours',Moderate,3.0,No
62634,'7-8 hours',Unhealthy,3.0,No
62640,'Less than 5 hours',Unhealthy,3.0,Yes
62643,'7-8 hours',Unhealthy,4.0,Yes
62654,'5-6 hours',Moderate,5.0,Yes
62658,'Less than 5 hours',Unhealthy,3.0,No
62659,'7-8 hours',Moderate,4.0,Yes
62671,'5-6 hours',Moderate,1.0,No
62674,'More than 8 hours',Unhealthy,3.0,No
62677,'5-6 hours',Unhealthy,5.0,Yes
62685,'Less than 5 hours',Moderate,2.0,No
62686,'Less than 5 hours',Healthy,5.0,No
62690,'More than 8 hours',Moderate,3.0,No
62699,'5-6 hours',Moderate,5.0,No
62714,'5-6 hours',Healthy,2.0,Yes
62718,'Less than 5 hours',Moderate,1.0,Yes
62724,'5-6 hours',Moderate,5.0,No
62732,'Less than 5 hours',Unhealthy,5.0,Yes
62734,'Less than 5 hours',Moderate,2.0,Yes
62741,'Less than 5 hours',Unhealthy,5.0,Yes
62743,'7-8 hours',Unhealthy,1.0,Yes
62744,'7-8 hours',Moderate,2.0,No
62745,'5-6 hours',Unhealthy,2.0,Yes
62746,'5-6 hours',Healthy,5.0,No
62747,'Less than 5 hours',Unhealthy,3.0,Yes
62753,'Less than 5 hours',Unhealthy,1.0,Yes
62754,'More than 8 hours',Healthy,5.0,Yes
62765,'Less than 5 hours',Moderate,2.0,Yes
62766,'More than 8 hours',Healthy,4.0,No
62776,'7-8 hours',Unhealthy,5.0,No
62781,'7-8 hours',Unhealthy,1.0,Yes
62786,'Less than 5 hours',Healthy,2.0,No
62789,'Less than 5 hours',Unhealthy,3.0,No
62790,'More than 8 hours',Healthy,4.0,No
62797,'5-6 hours',Moderate,2.0,Yes
62816,'7-8 hours',Unhealthy,5.0,No
62831,'7-8 hours',Healthy,3.0,No
62832,'Less than 5 hours',Moderate,2.0,No
62843,'Less than 5 hours',Unhealthy,4.0,No
62845,'7-8 hours',Moderate,1.0,No
62849,'Less than 5 hours',Moderate,1.0,Yes
62858,'7-8 hours',Moderate,3.0,Yes
62859,'7-8 hours',Healthy,1.0,Yes
62874,'Less than 5 hours',Moderate,5.0,No
62887,'More than 8 hours',Healthy,4.0,Yes
62889,'7-8 hours',Moderate,1.0,Yes
62890,'7-8 hours',Unhealthy,3.0,No
62891,'Less than 5 hours',Unhealthy,5.0,Yes
62895,'More than 8 hours',Moderate,5.0,No
62896,'5-6 hours',Healthy,2.0,Yes
62900,'7-8 hours',Unhealthy,1.0,Yes
62901,'7-8 hours',Moderate,2.0,Yes
62911,'More than 8 hours',Healthy,4.0,Yes
62921,'5-6 hours',Unhealthy,2.0,No
62922,'More than 8 hours',Moderate,5.0,No
62923,'7-8 hours',Moderate,4.0,No
62925,'5-6 hours',Moderate,4.0,No
62930,'Less than 5 hours',Unhealthy,1.0,No
62935,'More than 8 hours',Healthy,5.0,Yes
62938,'5-6 hours',Unhealthy,1.0,No
62944,'More than 8 hours',Healthy,4.0,No
62966,'7-8 hours',Moderate,5.0,No
62967,'7-8 hours',Healthy,4.0,No
62985,'7-8 hours',Unhealthy,2.0,No
62989,'5-6 hours',Healthy,4.0,Yes
63004,'Less than 5 hours',Healthy,1.0,Yes
63007,'5-6 hours',Healthy,2.0,Yes
63008,'5-6 hours',Healthy,1.0,No
63011,'7-8 hours',Moderate,1.0,No
63014,'Less than 5 hours',Moderate,3.0,Yes
63015,'7-8 hours',Moderate,2.0,No
63038,'More than 8 hours',Healthy,5.0,No
63040,'5-6 hours',Unhealthy,3.0,Yes
63047,'5-6 hours',Moderate,2.0,Yes
63049,'7-8 hours',Moderate,5.0,Yes
63055,'More than 8 hours',Unhealthy,4.0,No
63062,'7-8 hours',Moderate,4.0,Yes
63067,'7-8 hours',Unhealthy,2.0,No
63068,'7-8 hours',Unhealthy,1.0,No
63078,'More than 8 hours',Healthy,1.0,No
63087,'7-8 hours',Unhealthy,2.0,Yes
63093,'Less than 5 hours',Unhealthy,5.0,No
63095,'Less than 5 hours',Moderate,2.0,No
63096,'Less than 5 hours',Moderate,4.0,Yes
63109,'Less than 5 hours',Unhealthy,4.0,No
63114,'Less than 5 hours',Healthy,4.0,No
63116,'5-6 hours',Unhealthy,1.0,No
63131,'5-6 hours',Unhealthy,5.0,Yes
63134,'5-6 hours',Healthy,3.0,Yes
63140,'Less than 5 hours',Unhealthy,3.0,No
63143,'Less than 5 hours',Unhealthy,4.0,No
63152,'5-6 hours',Moderate,3.0,No
63157,'7-8 hours',Moderate,2.0,No
63163,'Less than 5 hours',Healthy,3.0,Yes
63166,'Less than 5 hours',Healthy,4.0,Yes
63167,'Less than 5 hours',Moderate,1.0,Yes
63170,'Less than 5 hours',Unhealthy,5.0,No
63175,'7-8 hours',Moderate,2.0,No
63176,'Less than 5 hours',Moderate,3.0,No
63179,'7-8 hours',Unhealthy,5.0,Yes
63187,'7-8 hours',Unhealthy,5.0,No
63192,'7-8 hours',Healthy,5.0,No
63198,'More than 8 hours',Unhealthy,5.0,No
63215,'Less than 5 hours',Moderate,1.0,Yes
63218,'5-6 hours',Healthy,3.0,Yes
63219,'More than 8 hours',Unhealthy,2.0,Yes
63223,'7-8 hours',Unhealthy,5.0,No
63229,'5-6 hours',Moderate,4.0,No
63233,'More than 8 hours',Healthy,4.0,No
63238,'7-8 hours',Moderate,2.0,No
63239,'5-6 hours',Healthy,2.0,No
63244,'5-6 hours',Unhealthy,2.0,No
63257,'Less than 5 hours',Unhealthy,5.0,Yes
63260,'5-6 hours',Healthy,2.0,No
63261,'7-8 hours',Unhealthy,4.0,Yes
63267,'Less than 5 hours',Unhealthy,3.0,No
63269,'Less than 5 hours',Moderate,4.0,No
63274,'More than 8 hours',Moderate,3.0,Yes
63281,'5-6 hours',Moderate,4.0,Yes
63302,'Less than 5 hours',Unhealthy,4.0,Yes
63309,'More than 8 hours',Unhealthy,3.0,Yes
63320,'Less than 5 hours',Unhealthy,4.0,Yes
63321,'Less than 5 hours',Moderate,4.0,No
63324,'5-6 hours',Unhealthy,3.0,Yes
63327,'More than 8 hours',Unhealthy,2.0,Yes
63333,'5-6 hours',Moderate,4.0,No
63334,'7-8 hours',Unhealthy,1.0,Yes
63342,'5-6 hours',Healthy,3.0,Yes
63352,'5-6 hours',Healthy,1.0,No
63355,'Less than 5 hours',Unhealthy,1.0,No
63358,'Less than 5 hours',Unhealthy,3.0,Yes
63360,'Less than 5 hours',Healthy,3.0,No
63371,'More than 8 hours',Moderate,3.0,No
63374,'5-6 hours',Moderate,5.0,Yes
63375,'5-6 hours',Unhealthy,3.0,No
63379,'Less than 5 hours',Moderate,5.0,No
63384,'5-6 hours',Moderate,3.0,No
63393,'7-8 hours',Unhealthy,1.0,No
63394,'Less than 5 hours',Unhealthy,1.0,No
63397,'Less than 5 hours',Moderate,3.0,Yes
63403,'More than 8 hours',Moderate,3.0,Yes
63407,'More than 8 hours',Moderate,1.0,No
63411,'Less than 5 hours',Moderate,2.0,No
63418,'More than 8 hours',Healthy,1.0,No
63420,'Less than 5 hours',Unhealthy,2.0,Yes
63426,'Less than 5 hours',Healthy,4.0,Yes
63429,'Less than 5 hours',Unhealthy,1.0,Yes
63430,'5-6 hours',Moderate,3.0,No
63436,'5-6 hours',Moderate,1.0,Yes
63437,'5-6 hours',Moderate,1.0,No
63440,'5-6 hours',Healthy,5.0,No
63449,'7-8 hours',Moderate,1.0,No
63456,'More than 8 hours',Healthy,3.0,No
63459,'More than 8 hours',Moderate,4.0,No
63461,'Less than 5 hours',Moderate,5.0,Yes
63469,'7-8 hours',Moderate,2.0,Yes
63474,'Less than 5 hours',Healthy,2.0,Yes
63476,'Less than 5 hours',Unhealthy,4.0,No
63501,'More than 8 hours',Unhealthy,2.0,Yes
63502,'7-8 hours',Healthy,5.0,Yes
63518,'More than 8 hours',Healthy,4.0,Yes
63525,'7-8 hours',Healthy,1.0,No
63526,'Less than 5 hours',Unhealthy,1.0,No
63527,'7-8 hours',Healthy,1.0,No
63531,'More than 8 hours',Moderate,2.0,Yes
63536,'7-8 hours',Moderate,5.0,Yes
63540,'7-8 hours',Healthy,3.0,No
63542,'Less than 5 hours',Unhealthy,5.0,No
63550,'7-8 hours',Moderate,4.0,No
63565,'7-8 hours',Healthy,5.0,Yes
63566,'More than 8 hours',Moderate,4.0,No
63581,'7-8 hours',Unhealthy,5.0,Yes
63588,'Less than 5 hours',Moderate,2.0,Yes
63590,'7-8 hours',Unhealthy,5.0,No
63591,'Less than 5 hours',Healthy,5.0,No
63596,'7-8 hours',Moderate,4.0,Yes
63597,'More than 8 hours',Moderate,2.0,No
63601,'5-6 hours',Moderate,4.0,No
63602,'Less than 5 hours',Healthy,3.0,Yes
63624,'Less than 5 hours',Moderate,4.0,Yes
63644,'7-8 hours',Unhealthy,4.0,Yes
63647,'5-6 hours',Unhealthy,4.0,No
63653,'5-6 hours',Unhealthy,2.0,Yes
63655,'Less than 5 hours',Healthy,1.0,No
63662,'5-6 hours',Unhealthy,3.0,No
63670,'5-6 hours',Moderate,1.0,No
63671,'More than 8 hours',Unhealthy,4.0,Yes
63675,'7-8 hours',Unhealthy,4.0,No
63676,'Less than 5 hours',Moderate,4.0,No
63680,'Less than 5 hours',Unhealthy,3.0,Yes
63681,'Less than 5 hours',Moderate,4.0,No
63682,'7-8 hours',Healthy,2.0,No
63683,'Less than 5 hours',Moderate,1.0,Yes
63686,'7-8 hours',Moderate,4.0,No
63695,'More than 8 hours',Moderate,3.0,Yes
63696,'5-6 hours',Unhealthy,1.0,No
63698,'Less than 5 hours',Healthy,1.0,No
63700,'5-6 hours',Unhealthy,2.0,No
63707,'More than 8 hours',Unhealthy,3.0,Yes
63708,'More than 8 hours',Healthy,2.0,Yes
63711,'7-8 hours',Unhealthy,1.0,Yes
63715,'Less than 5 hours',Moderate,1.0,No
63725,'Less than 5 hours',Unhealthy,5.0,No
63738,'Less than 5 hours',Healthy,3.0,No
63747,'Less than 5 hours',Healthy,5.0,Yes
63755,'7-8 hours',Unhealthy,3.0,No
63762,'More than 8 hours',Healthy,3.0,Yes
63767,'Less than 5 hours',Unhealthy,3.0,No
63769,'7-8 hours',Moderate,5.0,No
63773,'5-6 hours',Unhealthy,3.0,No
63777,'More than 8 hours',Unhealthy,2.0,Yes
63781,'7-8 hours',Unhealthy,5.0,No
63789,'More than 8 hours',Moderate,1.0,No
63790,'More than 8 hours',Unhealthy,3.0,No
63792,'Less than 5 hours',Moderate,5.0,No
63794,'Less than 5 hours',Moderate,5.0,Yes
63795,'5-6 hours',Unhealthy,2.0,No
63800,'Less than 5 hours',Unhealthy,4.0,Yes
63802,'7-8 hours',Healthy,3.0,Yes
63813,'Less than 5 hours',Moderate,1.0,Yes
63819,'Less than 5 hours',Unhealthy,5.0,Yes
63826,'7-8 hours',Unhealthy,5.0,Yes
63827,'More than 8 hours',Healthy,3.0,No
63829,'7-8 hours',Healthy,4.0,Yes
63830,'More than 8 hours',Unhealthy,2.0,Yes
63835,'7-8 hours',Healthy,5.0,No
63837,'7-8 hours',Healthy,5.0,No
63840,'7-8 hours',Moderate,3.0,Yes
63841,'More than 8 hours',Moderate,3.0,Yes
63851,'5-6 hours',Healthy,2.0,No
63858,'7-8 hours',Healthy,3.0,No
63861,'7-8 hours',Unhealthy,3.0,Yes
63862,'Less than 5 hours',Moderate,3.0,No
63868,'Less than 5 hours',Moderate,1.0,Yes
63869,'7-8 hours',Unhealthy,5.0,No
63883,'7-8 hours',Moderate,1.0,Yes
63887,'5-6 hours',Unhealthy,5.0,No
63895,'5-6 hours',Moderate,2.0,Yes
63896,'Less than 5 hours',Moderate,1.0,Yes
63902,'Less than 5 hours',Healthy,1.0,Yes
63905,'Less than 5 hours',Healthy,2.0,No
63923,'7-8 hours',Unhealthy,3.0,Yes
63924,'Less than 5 hours',Unhealthy,5.0,Yes
63939,'7-8 hours',Unhealthy,3.0,Yes
63941,'7-8 hours',Moderate,3.0,No
63945,'5-6 hours',Moderate,3.0,No
63953,'7-8 hours',Healthy,3.0,No
63956,'More than 8 hours',Moderate,4.0,No
63958,'5-6 hours',Unhealthy,4.0,No
63960,'More than 8 hours',Healthy,2.0,Yes
63963,'Less than 5 hours',Healthy,1.0,Yes
63965,'Less than 5 hours',Moderate,1.0,No
63969,'Less than 5 hours',Healthy,4.0,Yes
63970,'Less than 5 hours',Unhealthy,1.0,No
63994,'More than 8 hours',Moderate,2.0,No
63999,'5-6 hours',Moderate,2.0,Yes
64001,'5-6 hours',Moderate,1.0,Yes
64003,'Less than 5 hours',Healthy,2.0,No
64012,'Less than 5 hours',Unhealthy,5.0,Yes
64014,'More than 8 hours',Moderate,3.0,Yes
64015,'Less than 5 hours',Moderate,4.0,Yes
64017,'More than 8 hours',Unhealthy,5.0,Yes
64019,'Less than 5 hours',Moderate,3.0,No
64022,'More than 8 hours',Moderate,5.0,No
64023,'5-6 hours',Healthy,1.0,No
64027,'Less than 5 hours',Moderate,1.0,No
64045,'5-6 hours',Moderate,3.0,Yes
64050,'Less than 5 hours',Unhealthy,1.0,Yes
64051,'More than 8 hours',Moderate,1.0,No
64057,'Less than 5 hours',Moderate,4.0,Yes
64065,'More than 8 hours',Healthy,5.0,No
64090,'Less than 5 hours',Unhealthy,3.0,Yes
64094,'5-6 hours',Moderate,2.0,No
64098,'7-8 hours',Unhealthy,4.0,No
64100,'Less than 5 hours',Moderate,3.0,Yes
64109,'Less than 5 hours',Healthy,2.0,Yes
64114,'7-8 hours',Healthy,5.0,Yes
64118,'5-6 hours',Unhealthy,1.0,Yes
64126,'5-6 hours',Moderate,4.0,Yes
64127,'Less than 5 hours',Healthy,2.0,Yes
64129,'Less than 5 hours',Unhealthy,2.0,No
64136,'7-8 hours',Healthy,4.0,No
64140,'7-8 hours',Moderate,5.0,No
64141,'Less than 5 hours',Healthy,2.0,No
64142,'7-8 hours',Healthy,3.0,No
64144,'Less than 5 hours',Unhealthy,5.0,Yes
64145,'5-6 hours',Healthy,2.0,No
64146,'Less than 5 hours',Unhealthy,3.0,No
64151,'More than 8 hours',Healthy,1.0,No
64156,'More than 8 hours',Unhealthy,1.0,No
64157,'5-6 hours',Moderate,4.0,No
64170,'7-8 hours',Unhealthy,5.0,Yes
64173,'7-8 hours',Healthy,4.0,No
64174,'More than 8 hours',Unhealthy,3.0,Yes
64175,'Less than 5 hours',Moderate,2.0,Yes
64180,'7-8 hours',Unhealthy,4.0,No
64185,'7-8 hours',Unhealthy,2.0,Yes
64189,'7-8 hours',Moderate,4.0,Yes
64192,'More than 8 hours',Unhealthy,2.0,No
64196,'More than 8 hours',Healthy,3.0,No
64206,'More than 8 hours',Moderate,1.0,Yes
64213,'Less than 5 hours',Unhealthy,5.0,No
64225,'Less than 5 hours',Healthy,5.0,Yes
64226,'5-6 hours',Healthy,2.0,Yes
64228,'More than 8 hours',Moderate,1.0,Yes
64237,'Less than 5 hours',Unhealthy,4.0,Yes
64240,'7-8 hours',Unhealthy,2.0,No
64245,'7-8 hours',Unhealthy,5.0,Yes
64247,'5-6 hours',Healthy,2.0,No
64250,'5-6 hours',Moderate,4.0,No
64251,'5-6 hours',Healthy,3.0,Yes
64254,'More than 8 hours',Unhealthy,4.0,Yes
64257,'More than 8 hours',Moderate,4.0,No
64271,'Less than 5 hours',Moderate,3.0,Yes
64273,'More than 8 hours',Healthy,1.0,Yes
64275,'5-6 hours',Unhealthy,3.0,Yes
64280,'Less than 5 hours',Healthy,3.0,Yes
64283,'Less than 5 hours',Unhealthy,1.0,Yes
64286,'More than 8 hours',Unhealthy,2.0,Yes
64289,'5-6 hours',Unhealthy,5.0,Yes
64291,'5-6 hours',Moderate,2.0,No
64294,'Less than 5 hours',Unhealthy,4.0,No
64296,'5-6 hours',Moderate,3.0,No
64299,'Less than 5 hours',Moderate,4.0,Yes
64318,'Less than 5 hours',Healthy,3.0,Yes
64319,'More than 8 hours',Unhealthy,1.0,Yes
64324,'5-6 hours',Moderate,3.0,Yes
64327,'5-6 hours',Unhealthy,3.0,No
64331,'Less than 5 hours',Unhealthy,5.0,Yes
64332,'Less than 5 hours',Moderate,2.0,Yes
64338,'7-8 hours',Unhealthy,1.0,Yes
64340,'More than 8 hours',Moderate,4.0,Yes
64343,'7-8 hours',Healthy,4.0,Yes
64356,'5-6 hours',Unhealthy,5.0,Yes
64360,'Less than 5 hours',Healthy,3.0,No
64361,'7-8 hours',Unhealthy,3.0,Yes
64369,'More than 8 hours',Unhealthy,2.0,No
64371,'More than 8 hours',Healthy,3.0,No
64382,'More than 8 hours',Unhealthy,5.0,Yes
64384,'7-8 hours',Moderate,2.0,No
64397,'5-6 hours',Healthy,5.0,No
64401,'Less than 5 hours',Unhealthy,2.0,No
64406,'5-6 hours',Unhealthy,4.0,Yes
64415,'More than 8 hours',Healthy,5.0,No
64417,'5-6 hours',Moderate,4.0,No
64418,'7-8 hours',Unhealthy,3.0,Yes
64424,'7-8 hours',Unhealthy,5.0,Yes
64429,'Less than 5 hours',Healthy,3.0,No
64430,'7-8 hours',Unhealthy,2.0,No
64433,'5-6 hours',Unhealthy,4.0,Yes
64441,'More than 8 hours',Unhealthy,4.0,No
64456,'5-6 hours',Healthy,3.0,Yes
64463,'5-6 hours',Unhealthy,1.0,No
64467,'Less than 5 hours',Moderate,4.0,No
64481,'Less than 5 hours',Healthy,2.0,No
64482,'More than 8 hours',Unhealthy,4.0,No
64483,'7-8 hours',Moderate,3.0,Yes
64491,'7-8 hours',Unhealthy,4.0,Yes
64494,'More than 8 hours',Unhealthy,3.0,Yes
64496,'More than 8 hours',Unhealthy,4.0,Yes
64497,'7-8 hours',Moderate,4.0,No
64520,'Less than 5 hours',Healthy,3.0,No
64521,'7-8 hours',Unhealthy,3.0,No
64528,'Less than 5 hours',Healthy,2.0,No
64531,'Less than 5 hours',Unhealthy,4.0,No
64534,'More than 8 hours',Moderate,1.0,Yes
64537,'5-6 hours',Healthy,3.0,No
64551,'More than 8 hours',Unhealthy,2.0,Yes
64558,'More than 8 hours',Healthy,4.0,No
64565,'5-6 hours',Others,3.0,No
64567,'5-6 hours',Unhealthy,1.0,Yes
64572,'7-8 hours',Unhealthy,3.0,Yes
64575,'7-8 hours',Moderate,2.0,No
64584,'Less than 5 hours',Healthy,1.0,Yes
64589,'7-8 hours',Healthy,1.0,No
64604,'7-8 hours',Healthy,1.0,Yes
64608,'Less than 5 hours',Healthy,2.0,No
64612,'7-8 hours',Unhealthy,1.0,No
64654,'5-6 hours',Unhealthy,2.0,No
64656,'Less than 5 hours',Unhealthy,2.0,No
64659,'More than 8 hours',Moderate,2.0,No
64666,'More than 8 hours',Moderate,1.0,No
64670,'5-6 hours',Unhealthy,3.0,No
64674,'More than 8 hours',Unhealthy,5.0,No
64676,'7-8 hours',Moderate,3.0,Yes
64678,'Less than 5 hours',Moderate,1.0,Yes
64684,'More than 8 hours',Healthy,2.0,Yes
64685,'More than 8 hours',Unhealthy,4.0,No
64702,'Less than 5 hours',Moderate,3.0,Yes
64708,'More than 8 hours',Unhealthy,4.0,Yes
64709,'More than 8 hours',Unhealthy,5.0,Yes
64713,'More than 8 hours',Unhealthy,3.0,No
64715,'More than 8 hours',Moderate,5.0,No
64717,'Less than 5 hours',Healthy,2.0,No
64720,'5-6 hours',Healthy,5.0,Yes
64723,'More than 8 hours',Unhealthy,2.0,Yes
64737,'7-8 hours',Moderate,4.0,No
64747,'More than 8 hours',Healthy,4.0,No
64748,'Less than 5 hours',Unhealthy,5.0,Yes
64757,'7-8 hours',Moderate,5.0,No
64759,'7-8 hours',Healthy,5.0,No
64765,'5-6 hours',Healthy,5.0,No
64767,'Less than 5 hours',Healthy,3.0,Yes
64768,'Less than 5 hours',Unhealthy,1.0,Yes
64771,'7-8 hours',Moderate,2.0,No
64778,'7-8 hours',Unhealthy,2.0,No
64794,'Less than 5 hours',Moderate,2.0,No
64796,'More than 8 hours',Unhealthy,4.0,No
64802,'More than 8 hours',Unhealthy,4.0,No
64813,'5-6 hours',Unhealthy,4.0,No
64817,'More than 8 hours',Moderate,1.0,No
64826,'Less than 5 hours',Moderate,4.0,Yes
64828,'7-8 hours',Unhealthy,1.0,Yes
64836,'7-8 hours',Unhealthy,3.0,No
64838,'5-6 hours',Healthy,4.0,Yes
64842,'5-6 hours',Unhealthy,4.0,Yes
64844,'7-8 hours',Healthy,5.0,No
64850,'7-8 hours',Unhealthy,5.0,No
64852,'7-8 hours',Healthy,5.0,Yes
64862,'More than 8 hours',Unhealthy,5.0,Yes
64865,'More than 8 hours',Moderate,5.0,No
64868,'Less than 5 hours',Unhealthy,5.0,No
64879,'5-6 hours',Unhealthy,5.0,Yes
64884,'Less than 5 hours',Moderate,1.0,No
64886,'7-8 hours',Moderate,5.0,Yes
64891,'5-6 hours',Unhealthy,1.0,Yes
64893,'5-6 hours',Moderate,3.0,Yes
64905,'7-8 hours',Unhealthy,5.0,Yes
64913,'7-8 hours',Unhealthy,5.0,Yes
64920,'Less than 5 hours',Unhealthy,1.0,No
64921,'Less than 5 hours',Unhealthy,1.0,No
64925,'More than 8 hours',Unhealthy,5.0,Yes
64930,'7-8 hours',Moderate,4.0,Yes
64933,'7-8 hours',Moderate,4.0,Yes
64934,'5-6 hours',Healthy,4.0,Yes
64937,'Less than 5 hours',Unhealthy,5.0,Yes
64941,'Less than 5 hours',Unhealthy,3.0,Yes
64947,'5-6 hours',Unhealthy,1.0,No
64951,'Less than 5 hours',Moderate,5.0,No
64953,'Less than 5 hours',Healthy,4.0,No
64960,'7-8 hours',Moderate,4.0,Yes
64985,'More than 8 hours',Moderate,5.0,Yes
64986,'Less than 5 hours',Moderate,3.0,No
64993,'7-8 hours',Moderate,3.0,No
65000,'More than 8 hours',Unhealthy,2.0,No
65001,'Less than 5 hours',Healthy,2.0,No
65004,'7-8 hours',Moderate,4.0,No
65013,'7-8 hours',Unhealthy,5.0,No
65016,'Less than 5 hours',Moderate,4.0,Yes
65021,'Less than 5 hours',Unhealthy,5.0,Yes
